"","MMSI","BaseDateTime","LAT","LON","SOG","COG","Heading","VesselName","IMO","CallSign","VesselType","Status","Length","Width","Draft","Cargo","TranscieverClass"
"6128621",671932000,"2019-01-01T19:48:50",18.46303,-66.10329,0.1,-190.9,511,"NORMA H II","IMO7228716","5VFB9",70,5,51,11,3.6,70,"A"
"6128918",636018640,"2019-01-01T19:48:38",18.42964,-66.10732,0,133.7,194,"","","",NA,5,NA,NA,NA,NA,"A"
"6128936",339758000,"2019-01-01T19:48:15",18.45888,-66.09023,0,-49.6,511,"","","",NA,5,NA,NA,NA,NA,"A"
"6129234",367751550,"2019-01-01T19:48:56",18.29968,-65.53265,6.8,-149.3,511,"ATABEY","","WDI9728",37,NA,NA,NA,NA,NA,"B"
"6129265",367618240,"2019-01-01T19:48:42",18.18411,-65.53754,20.2,106.5,511,"MR EVAN","IMO8964173","WDH4485",60,0,44,8,1.8,NA,"A"
"6129466",338531000,"2019-01-01T19:48:45",18.16059,-65.63547,4.2,37.7,37,"GENESIS VIGILANT","IMO8973928","WDG9352",31,0,30,10,5,31,"B"
"6129610",367396910,"2019-01-01T19:48:37",17.93679,-66.15601,0,-117.7,511,"ALEJANDRO","IMO7606633","WDE7729",31,5,34,10,3.7,52,"A"
"6129648",367515760,"2019-01-01T19:48:44",18.4481,-66.08942,0,-145.5,511,"DIANE MORAN","IMO9253612","WDG2450",31,0,28,9,3.5,NA,"B"
"6129686",338926417,"2019-01-01T19:48:48",18.45972,-66.11526,0,-137.8,269,"CG DONALD HORSLEY","","NDOE",90,15,NA,NA,NA,NA,"B"
"6129961",368020040,"2019-01-01T19:48:47",18.4468,-65.8009,3.7,6.5,511,"AQUA","IMO0000000","WDJ8811",36,NA,12,6,NA,NA,"B"
"6130058",366029970,"2019-01-01T19:48:42",18.46111,-66.09346,0,-83.6,511,"DOCTOR D","IMO8941597","WAJ2549",52,15,0,0,4,52,"B"
"6130645",367730640,"2019-01-01T19:47:23",18.2871,-65.63304,0,-109.1,511,"STELLA","","WDI7637",37,NA,NA,NA,NA,NA,"B"
"6130700",367592540,"2019-01-01T19:49:01",18.30786,-65.29022,0.3,188.2,511,"HADA","","WDG9920",37,NA,14,NA,NA,NA,"B"
"6130848",367015490,"2019-01-01T19:48:43",18.05359,-65.83676,0.1,-177.4,511,"PEDRITO","IMO8654405","WDC3864",31,5,23,10,NA,NA,"A"
"6131238",338173000,"2019-01-01T19:48:56",18.15237,-65.44344,0,-104.6,511,"MR CADE","IMO9307774","WDH4027",60,5,49,9,1.9,NA,"A"
"6131414",338162314,"2019-01-01T19:49:10",18.3417,-65.63867,0.1,-66.2,511,"TOMAHAWK","","",37,NA,18,NA,NA,NA,"B"
"6131492",230185000,"2019-01-01T19:48:45",18.43503,-65.52189,7.5,100.3,101,"MIMER","IMO9002647","OIZX",70,0,108,17,6,71,"B"
"6131618",235084084,"2019-01-01T19:49:12",18.4591,-66.08997,0.1,100.8,511,"JOSEFINA","","MLCV5",36,NA,NA,NA,NA,NA,"B"
"6131661",368008070,"2019-01-01T19:49:01",18.28732,-65.63239,0,139.5,511,"SALT AIR","","WDJ7579",36,NA,NA,NA,NA,NA,"B"
"6132127",367433610,"2019-01-01T19:47:33",18.29784,-65.31698,17.2,152.3,511,"DEJA VU","","WDF2928",37,NA,22,6,NA,NA,"B"
"6132137",248325000,"2019-01-01T19:49:14",18.46262,-66.11198,0,66.9,358,"","","",NA,5,NA,NA,NA,NA,"A"
"6132151",367574560,"2019-01-01T19:49:27",18.28671,-65.63245,0,-155.2,511,"GABEA","","WDG8155",37,NA,20,NA,NA,NA,"B"
"6132255",338531000,"2019-01-01T19:47:34",18.15948,-65.63637,4.2,38.3,38,"GENESIS VIGILANT","IMO8973928","WDG9352",31,0,30,10,5,31,"B"
"6132633",338098422,"2019-01-01T19:49:13",18.28621,-65.63278,0,0,511,"EMPTY POCKET","","",37,NA,NA,NA,NA,NA,"B"
"6133114",367070680,"2019-01-01T19:49:10",18.46017,-66.11274,7.4,2.9,511,"COVADONGA","","WDI5647",60,0,22,8,NA,NA,"B"
"6133214",368585000,"2019-01-01T19:49:27",18.32225,-65.32971,0.1,4.3,511,"SERENITY","","WDJ7586",37,NA,15,NA,NA,NA,"B"
"6133327",338071607,"2019-01-01T19:49:22",18.46072,-66.09095,0,-49.6,511,"HARBOR MIRACLE","","",NA,0,12,NA,NA,NA,"B"
"6133469",368014910,"2019-01-01T19:49:23",17.937,-66.15595,0,-133.4,511,"","","",NA,5,NA,NA,NA,NA,"A"
"6133477",366995010,"2019-01-01T19:49:24",18.44774,-66.0911,0,-108.7,511,"BETH M MCALLISTER","IMO8980919","WCZ8598",31,15,33,9,4.3,0,"B"
"6133638",367774870,"2019-01-01T19:49:36",18.31894,-65.23881,0.2,124.5,511,"SHANNON","","WDJ4148",37,NA,NA,NA,NA,NA,"B"
"6133861",319089300,"2019-01-01T19:49:27",18.45983,-66.09014,0,-97.2,278,"HATT MILL","IMO9642112","ZGFG3",37,5,46,NA,NA,NA,"A"
"6133868",338142008,"2019-01-01T19:49:34",18.30407,-65.29654,0.3,-62.2,511,"WHISKEY HOTEL","IMO0000000","WDG6156",37,NA,27,8,NA,NA,"B"
"6134700",366915910,"2019-01-01T19:49:29",18.26166,-65.38226,28.9,51.4,51,"BIG CAT EXPRESS","IMO9316751","WDB5980",60,0,46,10,1.4,NA,"B"
"6135282",367128950,"2019-01-01T19:49:53",18.44771,-66.09081,0,-49.6,511,"DOROTHY MCALLISTER","IMO8980933","WDD3325",31,0,33,9,4.3,NA,"B"
"6135303",367515760,"2019-01-01T19:49:53",18.44811,-66.08941,0.1,-141.3,511,"DIANE MORAN","IMO9253612","WDG2450",31,0,28,9,3.5,NA,"B"
"6135840",368237000,"2019-01-01T19:49:37",18.22086,-65.62005,8.3,-60.8,511,"CAYO LARGO","IMO9535113","WDE5350",60,0,50,14,2.1,NA,"B"
"6135941",368020040,"2019-01-01T19:49:49",18.44782,-65.8009,5,7.7,511,"AQUA","IMO0000000","WDJ8811",36,NA,12,6,NA,NA,"B"
"6135990",338536000,"2019-01-01T19:49:44",18.33527,-65.63115,0,-103.4,32,"HILDA LAB","IMO9564322","WKDT",90,0,79,18,4.9,38,"B"
"6136085",368062970,"2019-01-01T19:50:01",18.319,-65.22874,0.2,-200,511,"POLYPHONY","IMO0000000","WDK5236",36,NA,12,7,NA,NA,"B"
"6136313",367433610,"2019-01-01T19:50:03",18.28854,-65.3094,16.8,139.6,511,"DEJA VU","","WDF2928",37,NA,22,6,NA,NA,"B"
"6136354",338531000,"2019-01-01T19:49:54",18.16168,-65.63463,4.2,37.3,36,"GENESIS VIGILANT","IMO8973928","WDG9352",31,0,30,10,5,31,"B"
"6136438",367555530,"2019-01-01T19:50:11",18.05352,-65.83682,0,-77.7,511,"PRO ASSIST III","IMO8644395","WDG5696",31,5,33,8,NA,NA,"A"
"6136778",338138014,"2019-01-01T19:49:48",18.45951,-66.08818,0,127.2,511,"ANAMARINA","","",37,NA,19,NA,NA,NA,"B"
"6136998",367396880,"2019-01-01T19:50:01",17.93673,-66.15608,0,-49.6,511,"PROASSIST I","IMO8851041","WDE7727",31,5,33,10,NA,NA,"A"
"6137010",367529160,"2019-01-01T19:48:14",18.44833,-66.08928,0,-136.2,511,"HANDY THREE","","WDG3740",31,5,21,NA,NA,52,"A"
"6137245",367723910,"2019-01-01T19:49:52",18.28901,-65.6345,0,172.3,511,"MARIMAR","","WDI6952",37,NA,NA,NA,NA,NA,"B"
"6137482",367070680,"2019-01-01T19:50:19",18.46175,-66.11295,4.3,-76.6,511,"COVADONGA","","WDI5647",60,0,22,8,NA,NA,"B"
"6137860",367730640,"2019-01-01T19:50:25",18.2871,-65.63303,0,-109.1,511,"STELLA","","WDI7637",37,NA,NA,NA,NA,NA,"B"
"6137891",367649980,"2019-01-01T19:50:00",18.09022,-65.47481,0.4,5.2,511,"DIFFERENCE","","WDH7624",37,NA,16,NA,NA,NA,"B"
"6138254",338071607,"2019-01-01T19:50:31",18.46072,-66.09095,0,-49.6,511,"HARBOR MIRACLE","","",NA,0,12,NA,NA,NA,"B"
"6138622",366995010,"2019-01-01T19:50:34",18.44774,-66.09109,0.1,-108.2,511,"BETH M MCALLISTER","IMO8980919","WCZ8598",31,15,33,9,4.3,0,"B"
"6138702",338238828,"2019-01-01T19:50:33",17.95497,-66.29215,0.1,-49.6,511,"SWEET KARMA","IMO0000000","",37,NA,13,4,NA,NA,"B"
"6138950",338536000,"2019-01-01T19:48:33",18.33527,-65.63114,0,-109.3,32,"HILDA LAB","IMO9564322","WKDT",90,0,79,18,4.9,38,"B"
"6139302",367733250,"2019-01-01T19:50:41",18.46003,-66.08814,0,180.2,511,"LADY ABI II","","WDI7892",37,NA,NA,NA,NA,NA,"B"
"6139590",366029970,"2019-01-01T19:49:53",18.46111,-66.09345,0,-69.5,511,"DOCTOR D","IMO8941597","WAJ2549",52,15,0,0,4,52,"B"
"6139901",367128950,"2019-01-01T19:48:43",18.44771,-66.0908,0,-49.6,511,"DOROTHY MCALLISTER","IMO8980933","WDD3325",31,0,33,9,4.3,NA,"B"
"6140075",367128950,"2019-01-01T19:51:03",18.4477,-66.09081,0,-49.6,511,"DOROTHY MCALLISTER","IMO8980933","WDD3325",31,0,33,9,4.3,NA,"B"
"6140372",230185000,"2019-01-01T19:50:54",18.43396,-65.51719,7.7,105.1,103,"MIMER","IMO9002647","OIZX",70,0,108,17,6,71,"B"
"6140404",367771190,"2019-01-01T19:50:54",18.31513,-65.31882,0.4,123.6,511,"MAKARA","","WDJ3769",60,NA,NA,NA,NA,NA,"B"
"6140695",366915910,"2019-01-01T19:50:32",18.26716,-65.37555,28.7,51.1,51,"BIG CAT EXPRESS","IMO9316751","WDB5980",60,0,46,10,1.4,NA,"B"
"6141119",366029970,"2019-01-01T19:51:03",18.46112,-66.09344,0,-93.4,511,"DOCTOR D","IMO8941597","WAJ2549",52,15,0,0,4,52,"B"
"6141230",368237000,"2019-01-01T19:50:43",18.22336,-65.62033,6.9,-54.3,511,"CAYO LARGO","IMO9535113","WDE5350",60,0,50,14,2.1,NA,"B"
"6142108",367529160,"2019-01-01T19:51:14",18.44834,-66.08926,0,-129.9,511,"HANDY THREE","","WDG3740",31,5,21,NA,NA,52,"A"
"6142116",367433610,"2019-01-01T19:49:02",18.29203,-65.31286,16.9,141.2,511,"DEJA VU","","WDF2928",37,NA,22,6,NA,NA,"B"
"6142200",339758000,"2019-01-01T19:51:15",18.45888,-66.09025,0,-49.6,511,"","","",NA,5,NA,NA,NA,NA,"A"
"6142307",368020040,"2019-01-01T19:51:16",18.44947,-65.80084,3.6,6,511,"AQUA","IMO0000000","WDJ8811",36,NA,12,6,NA,NA,"B"
"6142730",367552060,"2019-01-01T19:49:08",18.28723,-65.63566,0.1,-190.2,511,"CARIBE SPIRIT","","WDG5958",60,NA,24,NA,NA,NA,"B"
"6143197",338531000,"2019-01-01T19:51:04",18.16277,-65.63377,4.3,36.3,36,"GENESIS VIGILANT","IMO8973928","WDG9352",31,0,30,10,5,31,"B"
"6143307",338536000,"2019-01-01T19:50:54",18.33527,-65.63117,0,-95.9,32,"HILDA LAB","IMO9564322","WKDT",90,0,79,18,4.9,38,"B"
"6143521",368001090,"2019-01-01T19:51:07",18.28562,-65.63335,0,-90.4,511,"AZULITA","","WDJ6876",36,NA,NA,NA,NA,NA,"B"
"6143672",367515760,"2019-01-01T19:51:13",18.44811,-66.08941,0,-136.7,511,"DIANE MORAN","IMO9253612","WDG2450",31,0,28,9,3.5,NA,"B"
"6144059",367396910,"2019-01-01T19:51:37",17.93685,-66.15603,0,-75.2,511,"ALEJANDRO","IMO7606633","WDE7729",31,5,34,10,3.7,52,"A"
"6144146",636018640,"2019-01-01T19:51:38",18.42963,-66.10729,0,133.7,194,"","","",NA,5,NA,NA,NA,NA,"A"
"6144271",367070680,"2019-01-01T19:51:20",18.46263,-66.11319,2.5,32.7,511,"COVADONGA","","WDI5647",60,0,22,8,NA,NA,"B"
"6145742",338071607,"2019-01-01T19:51:42",18.46072,-66.09094,0,-49.6,511,"HARBOR MIRACLE","","",NA,0,12,NA,NA,NA,"B"
"6145766",230185000,"2019-01-01T19:52:05",18.4334,-65.51463,7.7,101.4,102,"MIMER","IMO9002647","OIZX",70,0,108,17,6,71,"B"
"6145972",368025180,"2019-01-01T19:52:01",18.45982,-66.08804,0,18.8,511,"M/V DEMENCIA","IMO0000000","WDJ9348",37,NA,18,10,NA,NA,"B"
"6145978",366915910,"2019-01-01T19:51:34",18.27203,-65.36853,28.8,54.7,57,"BIG CAT EXPRESS","IMO9316751","WDB5980",60,0,46,10,1.4,NA,"B"
"6146375",671932000,"2019-01-01T19:51:50",18.463,-66.10323,0.2,-187.9,511,"NORMA H II","IMO7228716","5VFB9",70,5,51,11,3.6,70,"A"
"6146767",367015490,"2019-01-01T19:51:43",18.05359,-65.83675,0,-49.6,511,"PEDRITO","IMO8654405","WDC3864",31,5,23,10,NA,NA,"A"
"6146832",366029970,"2019-01-01T19:52:11",18.4611,-66.09346,0,-87.1,511,"DOCTOR D","IMO8941597","WAJ2549",52,15,0,0,4,52,"B"
"6146975",367618240,"2019-01-01T19:49:45",18.18273,-65.53189,19.9,106.4,511,"MR EVAN","IMO8964173","WDH4485",60,0,44,8,1.8,NA,"B"
"6147080",230185000,"2019-01-01T19:49:46",18.43455,-65.51969,7.7,102.3,102,"MIMER","IMO9002647","OIZX",70,0,108,17,6,71,"B"
"6147153",368237000,"2019-01-01T19:51:46",18.2253,-65.62039,7.3,1,511,"CAYO LARGO","IMO9535113","WDE5350",60,0,50,14,2.1,NA,"A"
"6147334",366722810,"2019-01-01T19:49:47",18.45993,-66.08801,0,-102.6,511,"VAYPE","","WCW7684",37,NA,15,4,NA,NA,"B"
"6147384",338926417,"2019-01-01T19:52:18",18.45972,-66.11526,0,-114.6,269,"CG DONALD HORSLEY","","NDOE",90,15,NA,NA,NA,NA,"B"
"6147752",338173000,"2019-01-01T19:51:54",18.15238,-65.44345,0,-63.8,511,"MR CADE","IMO9307774","WDH4027",60,5,49,9,1.9,NA,"A"
"6147763",338210327,"2019-01-01T19:51:54",18.28826,-65.63512,0,-198.1,511,"POTENCIA","","",37,NA,15,NA,NA,NA,"B"
"6147813",367552060,"2019-01-01T19:52:08",18.28731,-65.63568,0.1,-177.1,511,"CARIBE SPIRIT","","WDG5958",60,NA,24,NA,NA,NA,"B"
"6147899",368014910,"2019-01-01T19:52:24",17.93701,-66.15603,0,-135.3,511,"","","",NA,5,NA,NA,NA,NA,"A"
"6148118",367128950,"2019-01-01T19:52:12",18.44771,-66.09081,0,-49.6,511,"DOROTHY MCALLISTER","IMO8980933","WDD3325",31,0,33,9,4.3,NA,"B"
"6148334",367592540,"2019-01-01T19:52:02",18.30783,-65.29021,0.2,106.5,511,"HADA","","WDG9920",37,NA,14,NA,NA,NA,"B"
"6148345",367574560,"2019-01-01T19:52:28",18.2867,-65.63245,0,-154.3,511,"GABEA","","WDG8155",37,NA,20,NA,NA,NA,"B"
"6148543",338536000,"2019-01-01T19:52:03",18.33527,-65.63116,0,-89,32,"HILDA LAB","IMO9564322","WKDT",90,0,79,18,4.9,38,"B"
"6148581",338926417,"2019-01-01T19:49:58",18.45973,-66.11525,0,134.6,269,"CG DONALD HORSLEY","","NDOE",90,15,NA,NA,NA,NA,"B"
"6148870",338098422,"2019-01-01T19:52:16",18.28619,-65.63279,0,-178.8,511,"EMPTY POCKET","","",37,NA,NA,NA,NA,NA,"B"
"6149003",366995010,"2019-01-01T19:51:44",18.44774,-66.09111,0,-100.9,511,"BETH M MCALLISTER","IMO8980919","WCZ8598",31,15,33,9,4.3,0,"B"
"6149347",235084084,"2019-01-01T19:52:12",18.4591,-66.08997,0,100.8,511,"JOSEFINA","","MLCV5",36,NA,NA,NA,NA,NA,"B"
"6149561",338531000,"2019-01-01T19:52:15",18.16392,-65.63288,4.2,38,37,"GENESIS VIGILANT","IMO8973928","WDG9352",31,0,30,10,5,31,"B"
"6149629",248325000,"2019-01-01T19:52:14",18.46262,-66.11197,0,-147.3,358,"","","",NA,5,NA,NA,NA,NA,"A"
"6149684",368020040,"2019-01-01T19:52:17",18.4505,-65.8008,3.3,7.7,511,"AQUA","IMO0000000","WDJ8811",36,NA,12,6,NA,NA,"B"
"6149819",367515760,"2019-01-01T19:52:24",18.44809,-66.0894,0,-146.7,511,"DIANE MORAN","IMO9253612","WDG2450",31,0,28,9,3.5,NA,"B"
"6149937",368008070,"2019-01-01T19:52:01",18.28732,-65.6324,0.1,139.5,511,"SALT AIR","","WDJ7579",36,NA,NA,NA,NA,NA,"B"
"6149980",367719070,"2019-01-01T19:50:09",18.2875,-65.63335,0.1,103.6,511,"CHATEAU DU MER","","WDI6475",37,NA,NA,NA,NA,NA,"B"
"6150165",367070680,"2019-01-01T19:52:28",18.46274,-66.113,0.4,-191.8,511,"COVADONGA","","WDI5647",60,0,22,8,NA,NA,"B"
"6150209",366915910,"2019-01-01T19:52:36",18.2765,-65.36126,28.7,57.9,58,"BIG CAT EXPRESS","IMO9316751","WDB5980",60,0,46,10,1.4,NA,"B"
"6150233",367555530,"2019-01-01T19:53:11",18.05351,-65.83682,0,-87,511,"PRO ASSIST III","IMO8644395","WDG5696",31,5,33,8,NA,NA,"A"
"6150550",368585000,"2019-01-01T19:52:27",18.32221,-65.3297,0.1,88.7,511,"SERENITY","","WDJ7586",37,NA,15,NA,NA,NA,"B"
"6150551",366995010,"2019-01-01T19:52:54",18.44772,-66.0911,0.1,-106,511,"BETH M MCALLISTER","IMO8980919","WCZ8598",31,15,33,9,4.3,0,"B"
"6150622",367751550,"2019-01-01T19:52:25",18.29846,-65.53866,6.6,-142.3,511,"ATABEY","","WDI9728",37,NA,NA,NA,NA,NA,"B"
"6150699",367433610,"2019-01-01T19:52:32",18.27975,-65.30183,16.6,134.5,511,"DEJA VU","","WDF2928",37,NA,22,6,NA,NA,"B"
"6150770",338142008,"2019-01-01T19:52:35",18.30401,-65.29649,0.2,155.8,511,"WHISKEY HOTEL","IMO0000000","WDG6156",37,NA,27,8,NA,NA,"B"
"6150994",319089300,"2019-01-01T19:52:29",18.45982,-66.09014,0,-118.2,277,"HATT MILL","IMO9642112","ZGFG3",37,5,46,NA,NA,NA,"A"
"6151163",338138014,"2019-01-01T19:52:48",18.45951,-66.08821,0.1,98.5,511,"ANAMARINA","","",37,NA,19,NA,NA,NA,"B"
"6151519",367618240,"2019-01-01T19:52:52",18.17804,-65.51591,17.3,107.9,511,"MR EVAN","IMO8964173","WDH4485",60,0,44,8,1.8,NA,"B"
"6151663",367751550,"2019-01-01T19:50:25",18.29914,-65.53526,7.7,-146.6,511,"ATABEY","","WDI9728",37,NA,NA,NA,NA,NA,"B"
"6152668",366722810,"2019-01-01T19:52:48",18.4599,-66.08801,0,-101.1,511,"VAYPE","","WCW7684",37,NA,15,4,NA,NA,"B"
"6152958",338071607,"2019-01-01T19:52:51",18.46073,-66.09095,0,-49.6,511,"HARBOR MIRACLE","","",NA,0,12,NA,NA,NA,"B"
"6153026",367396880,"2019-01-01T19:53:02",17.93672,-66.15608,0,-49.6,511,"PROASSIST I","IMO8851041","WDE7727",31,5,33,10,NA,NA,"A"
"6153098",338531000,"2019-01-01T19:53:25",18.16502,-65.63201,4.2,37.3,36,"GENESIS VIGILANT","IMO8973928","WDG9352",31,0,30,10,5,31,"B"
"6153120",368062970,"2019-01-01T19:53:01",18.319,-65.22874,0.4,46.8,511,"POLYPHONY","IMO0000000","WDK5236",36,NA,12,7,NA,NA,"B"
"6153205",230185000,"2019-01-01T19:53:14",18.4328,-65.5121,7.6,103.9,101,"MIMER","IMO9002647","OIZX",70,0,108,17,6,71,"B"
"6153242",367649980,"2019-01-01T19:52:58",18.09022,-65.47481,0.2,-69.1,511,"DIFFERENCE","","WDH7624",37,NA,16,NA,NA,NA,"B"
"6153271",367775170,"2019-01-01T19:53:27",18.28787,-65.63559,0,88.7,511,"STRESS RELEASE","","WDJ4176",37,NA,NA,NA,NA,NA,"B"
"6153285",338926417,"2019-01-01T19:53:27",18.45972,-66.11526,0,-86.7,269,"CG DONALD HORSLEY","","NDOE",90,15,NA,NA,NA,NA,"B"
"6153815",367515760,"2019-01-01T19:53:33",18.44808,-66.0894,0,-121.9,511,"DIANE MORAN","IMO9253612","WDG2450",31,0,28,9,3.5,NA,"B"
"6153876",367618240,"2019-01-01T19:50:46",18.18127,-65.52652,19.7,106.1,511,"MR EVAN","IMO8964173","WDH4485",60,0,44,8,1.8,NA,"B"
"6154048",367730640,"2019-01-01T19:53:24",18.2871,-65.63303,0,-109.1,511,"STELLA","","WDI7637",37,NA,NA,NA,NA,NA,"B"
"6154072",367723910,"2019-01-01T19:52:52",18.28901,-65.63449,0.1,172.3,511,"MARIMAR","","WDI6952",37,NA,NA,NA,NA,NA,"B"
"6154512",366995010,"2019-01-01T19:53:55",18.44772,-66.0911,0,-118.9,511,"BETH M MCALLISTER","IMO8980919","WCZ8598",31,15,33,9,4.3,0,"B"
"6154843",367128950,"2019-01-01T19:53:22",18.44771,-66.09082,0,-49.6,511,"DOROTHY MCALLISTER","IMO8980933","WDD3325",31,0,33,9,4.3,NA,"B"
"6155233",366029970,"2019-01-01T19:53:22",18.46114,-66.09345,0,-99.2,511,"DOCTOR D","IMO8941597","WAJ2549",52,15,0,0,4,52,"B"
"6155759",368001090,"2019-01-01T19:54:07",18.28563,-65.63335,0,-90.4,511,"AZULITA","","WDJ6876",36,NA,NA,NA,NA,NA,"B"
"6155845",367433610,"2019-01-01T19:53:33",18.27675,-65.29811,15.8,123.5,511,"DEJA VU","","WDF2928",37,NA,22,6,NA,NA,"B"
"6155943",338071607,"2019-01-01T19:54:00",18.46072,-66.09095,0,-49.6,511,"HARBOR MIRACLE","","",NA,0,12,NA,NA,NA,"B"
"6156156",338238828,"2019-01-01T19:53:35",17.955,-66.29215,0.3,-49.6,511,"SWEET KARMA","IMO0000000","",37,NA,13,4,NA,NA,"B"
"6156312",367070680,"2019-01-01T19:53:38",18.46279,-66.11295,0.3,-167.8,511,"COVADONGA","","WDI5647",60,0,22,8,NA,NA,"B"
"6156336",367733250,"2019-01-01T19:53:39",18.46006,-66.08812,0,180.2,511,"LADY ABI II","","WDI7892",37,NA,NA,NA,NA,NA,"B"
"6156374",339758000,"2019-01-01T19:54:13",18.45888,-66.09023,0,-49.6,511,"","","",NA,5,NA,NA,NA,NA,"A"
"6156861",338926417,"2019-01-01T19:51:09",18.45973,-66.11526,0,-115.6,270,"CG DONALD HORSLEY","","NDOE",90,15,NA,NA,NA,NA,"B"
"6157386",368237000,"2019-01-01T19:54:07",18.22887,-65.61943,3.4,33.6,511,"CAYO LARGO","IMO9535113","WDE5350",60,0,50,14,2.1,NA,"B"
"6157869",367751550,"2019-01-01T19:53:55",18.29792,-65.54137,5.4,-158.7,511,"ATABEY","","WDI9728",37,NA,NA,NA,NA,NA,"B"
"6158619",367771190,"2019-01-01T19:53:55",18.31509,-65.31876,0.1,-194.8,511,"MAKARA","","WDJ3769",60,NA,NA,NA,NA,NA,"B"
"6159114",636018640,"2019-01-01T19:54:38",18.42965,-66.10725,0,131,194,"","","",NA,5,NA,NA,NA,NA,"A"
"6159518",230185000,"2019-01-01T19:54:16",18.43233,-65.50984,7.7,103.5,103,"MIMER","IMO9002647","OIZX",70,0,108,17,6,71,"B"
"6159931",367070680,"2019-01-01T19:54:48",18.46279,-66.11294,0,-49.6,511,"COVADONGA","","WDI5647",60,0,22,8,NA,NA,"B"
"6160221",367529160,"2019-01-01T19:54:14",18.44838,-66.08926,0,-127.9,511,"HANDY THREE","","WDG3740",31,5,21,NA,NA,52,"A"
"6160761",367618240,"2019-01-01T19:53:59",18.17636,-65.51022,18.9,107.1,511,"MR EVAN","IMO8964173","WDH4485",60,0,44,8,1.8,NA,"B"
"6160863",367433610,"2019-01-01T19:55:04",18.27328,-65.29173,16,109,511,"DEJA VU","","WDF2928",37,NA,22,6,NA,NA,"B"
"6160998",338536000,"2019-01-01T19:54:23",18.33526,-65.63116,0,-82.8,32,"HILDA LAB","IMO9564322","WKDT",90,0,79,18,4.9,38,"B"
"6161443",366029970,"2019-01-01T19:54:33",18.46111,-66.09346,0,-108.3,511,"DOCTOR D","IMO8941597","WAJ2549",52,15,0,0,4,52,"B"
"6161478",367618240,"2019-01-01T19:51:49",18.17968,-65.5212,17.9,109.8,511,"MR EVAN","IMO8964173","WDH4485",60,0,44,8,1.8,NA,"B"
"6161569",367592540,"2019-01-01T19:55:03",18.30786,-65.29025,0.5,144.1,511,"HADA","","WDG9920",37,NA,14,NA,NA,NA,"B"
"6161826",366915910,"2019-01-01T19:54:41",18.28441,-65.34624,29,63.2,63,"BIG CAT EXPRESS","IMO9316751","WDB5980",60,0,46,10,1.4,NA,"B"
"6161907",367128950,"2019-01-01T19:54:34",18.4477,-66.09082,0,-49.6,511,"DOROTHY MCALLISTER","IMO8980933","WDD3325",31,0,33,9,4.3,NA,"B"
"6162052",368020040,"2019-01-01T19:54:50",18.45315,-65.80079,3.9,10.3,511,"AQUA","IMO0000000","WDJ8811",36,NA,12,6,NA,NA,"B"
"6162062",367396910,"2019-01-01T19:54:36",17.93681,-66.15605,0,-96.2,511,"ALEJANDRO","IMO7606633","WDE7729",31,5,34,10,3.7,52,"A"
"6162246",338926417,"2019-01-01T19:54:37",18.45973,-66.11526,0,-136.6,269,"CG DONALD HORSLEY","","NDOE",90,15,NA,NA,NA,NA,"B"
"6162273",671932000,"2019-01-01T19:54:50",18.46301,-66.10324,0.1,-182.8,511,"NORMA H II","IMO7228716","5VFB9",70,5,51,11,3.6,70,"A"
"6162497",338173000,"2019-01-01T19:54:56",18.15237,-65.44346,0,-175.2,511,"MR CADE","IMO9307774","WDH4027",60,5,49,9,1.9,NA,"A"
"6162779",367515760,"2019-01-01T19:54:44",18.44808,-66.0894,0,-150.1,511,"DIANE MORAN","IMO9253612","WDG2450",31,0,28,9,3.5,NA,"B"
"6163210",366995010,"2019-01-01T19:55:05",18.44772,-66.0911,0,-118.2,511,"BETH M MCALLISTER","IMO8980919","WCZ8598",31,15,33,9,4.3,0,"B"
"6163641",367618240,"2019-01-01T19:55:04",18.17463,-65.50451,19.8,104.9,511,"MR EVAN","IMO8964173","WDH4485",60,0,44,8,1.8,NA,"B"
"6163696",368585000,"2019-01-01T19:55:29",18.32223,-65.32971,0.3,-180,511,"SERENITY","","WDJ7586",37,NA,15,NA,NA,NA,"B"
"6163855",235084084,"2019-01-01T19:55:13",18.4591,-66.08997,0,100.8,511,"JOSEFINA","","MLCV5",36,NA,NA,NA,NA,NA,"B"
"6164160",368025180,"2019-01-01T19:55:01",18.45983,-66.08807,0,18.8,511,"M/V DEMENCIA","IMO0000000","WDJ9348",37,NA,18,10,NA,NA,"B"
"6164169",368008070,"2019-01-01T19:55:01",18.28732,-65.63241,0,139.5,511,"SALT AIR","","WDJ7579",36,NA,NA,NA,NA,NA,"B"
"6164577",367552060,"2019-01-01T19:55:08",18.28726,-65.63569,0.1,-188.6,511,"CARIBE SPIRIT","","WDG5958",60,NA,24,NA,NA,NA,"B"
"6165155",367751550,"2019-01-01T19:55:25",18.29737,-65.5438,5.5,-154.6,511,"ATABEY","","WDI9728",37,NA,NA,NA,NA,NA,"B"
"6165509",338142008,"2019-01-01T19:55:34",18.30408,-65.29654,0.2,-109.1,511,"WHISKEY HOTEL","IMO0000000","WDG6156",37,NA,27,8,NA,NA,"B"
"6165706",230185000,"2019-01-01T19:55:24",18.43173,-65.5074,7.6,101.3,101,"MIMER","IMO9002647","OIZX",70,0,108,17,6,71,"B"
